Source Title,Publisher,Year,OCLC Number
The Boy Who Escaped Paradise,Pegasus Books,2016,1141410747,"""\""Autistes Corée Romans, nouvelles, etc\"",\""Autistic people\"",\""Autistic people Korea Fiction\"",\""Detective and mystery fiction\"",\""Detective and mystery stories\"",\""Fiction\"",\""Idiots-savants Romans, nouvelles, etc\"",\""Korea\"",\""Koreans\"",\""Koreans United States Fiction\"",\""Meurtre Enquêtes Romans, nouvelles, etc\"",\""Murder Investigation\"",\""Murder Investigation Fiction\"",\""Mystery fiction\"",\""Savants (Savant syndrome)\"",\""Savants (Savant syndrome) Fiction\"",\""United States\"""""
The Investigation,Pan Books,2015,898155119,"""\""1910-1945\"",\""Corée Histoire 1910-1945 (Occupation japonaise) Romans, nouvelles, etc\"",\""Fiction\"",\""Historical fiction\"",\""History\"",\""Korea\"",\""Korea History Japanese occupation, 1910-1945 Fiction\"",\""Meurtre Enquêtes Romans, nouvelles, etc\"",\""Murder Investigation\"",\""Murder Investigation Fiction\"",\""Omine (Concentration camp)\"",\""Omine (Concentration camp) Fiction\"",\""Thrillers (Fiction)\"",\""Yun, Tong-ju, 1917-1945\"",\""Yun, Tong-ju, 1917-1945 Fiction\"""""
The Investigation,Mantle,2014,878791785,"""\""1910-1945\"",\""Camps de prisonniers de guerre Japon Romans, nouvelles, etc\"",\""Corée Histoire 1910-1945 (Occupation japonaise) Romans, nouvelles, etc\"",\""Fiction\"",\""Fukuoka (Japon : Ken) Romans, nouvelles, etc\"",\""Fukuoka-ken (Japan) Fiction\"",\""Historical fiction\"",\""History\"",\""Japan\"",\""Japan Fukuoka-ken\"",\""Korea\"",\""Korea History Japanese occupation, 1910-1945 Fiction\"",\""Korean fiction Translations into English\"",\""Meurtre Enquêtes Romans, nouvelles, etc\"",\""Murder Investigation\"",\""Murder Investigation Fiction\"",\""Omine (Concentration camp)\"",\""Omine (Concentration camp) Fiction\"",\""Prisoner-of-war camps\"",\""Prisoner-of-war camps Japan Fiction\"",\""Prisoners of war\"",\""Prisoners of war Japan Fiction\"",\""Prisonniers de guerre Japon Romans, nouvelles, etc\"",\""Yun, Tong-ju, 1917-1945\"",\""Yun, Tong-ju, 1917-1945 Fiction\"""""
Marilyn And Me,Fourth Estate,2019,1090434107,"""\""1900-1999\"",\""Adjoints administratifs Romans, nouvelles, etc\"",\""Administrative assistants\"",\""Administrative assistants Fiction\"",\""Amitié féminine Romans, nouvelles, etc\"",\""Années cinquante (Vingtième siècle) Romans, nouvelles, etc\"",\""Female friendship\"",\""Female friendship Fiction\"",\""Fiction\"",\""Historical fiction\"",\""History\"",\""Korea\"",\""Korea History 20th century\"",\""Korea History 20th century Fiction\"",\""Monroe, Marilyn,\"",\""Monroe, Marilyn, 1926-1962\"",\""Monroe, Marilyn, 1926-1962 Fiction\"",\""Motion picture actors and actresses\"",\""Motion picture actors and actresses Fiction\"",\""Nineteen fifties\"",\""Nineteen fifties Fiction\"",\""Women translators\"",\""Women translators Fiction\"""""
The Starlet And The Spy,Harper Paperbacks,2019,1111144128,"""\""1900-1999\"",\""Actors Fiction\"",\""Amitié féminine Romans, nouvelles, etc\"",\""Années cinquante (Vingtième siècle) Romans, nouvelles, etc\"",\""Biographical fiction\"",\""Female friendship\"",\""Female friendship Fiction\"",\""Fiction\"",\""Fictional Work\"",\""Friendship Fiction\"",\""Guerre de Corée, 1950-1953 Romans, nouvelles, etc\"",\""Historical fiction\"",\""History\"",\""Korea\"",\""Korea Fiction\"",\""Korea History 20th century Fiction\"",\""Korean War, 1950-1953 Fiction\"",\""Monroe, Marilyn, 1926-1962\"",\""Monroe, Marilyn, 1926-1962 Travel Korea Fiction\"",\""Motion picture actors and actresses\"",\""Motion picture actors and actresses Fiction\"",\""Nineteen fifties\"",\""Nineteen fifties Fiction\"",\""Novels\"",\""Romans\"",\""Travel\"",\""Women translators\"",\""Women translators Fiction\"",\""Women translators Korea Fiction\"""""
The Wounded,Asia publishers,2012,871683109,"""\""Fiction\"",\""Nouvelles\"",\""Novels\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""novels\"",\""short stories\"",\""한국 단편 소설[韓國短篇小說"""
Your Paradise,Green Integer,2004,62529089,"""\""Corée du Sud Conditions sociales Romans, nouvelles, etc\"",\""Fiction\"",\""Korea (South)\"",\""Korea (South) Social conditions Fiction\"",\""Leprosy Patients\"",\""Leprosy Patients Korea (South)\"",\""Lépreux Corée du Sud\"",\""Social conditions\"""""
The Wounded,Jimoondang,2002,52993504,"""\""Koreanisch\"",\""Kurzgeschichte\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
This Paradise Of Yours,Crescent Publications,1986,15506698,"""\""Fiction\"",\""Korean fiction\"",\""Korean fiction Translations into English\"",\""NOVELAS COREANAS\"",\""Romans\"",\""Translations\"""""
An Idiot's Delight : Volume 098,Asia publishers,2015,910730995,"""\""1900-1999\"",\""Fiction\"",\""Fictional Work\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Nouvelles coréennes\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"",\""한국 단편 소설韓國短篇小說\"",\""한국 문학[韓國文學"""
A House On The Road,Stallion Press,2010,641370407,"""\""2000-2099\"",\""Korean literature\"",\""Korean literature 21st century Translations into English\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"""""
"Southerners, Northerners",East Bridge,2005,56599807,"""\""1900-1999\"",\""Korean fiction 20th century Translations into English\"",\""Novels\"",\""Romans\"""""
Endless Blue Sky,Honford Star,2018,1125007498,"""\""1910-1945\"",\""China Manchuria\"",\""Corée Histoire 1910-1945 (Occupation japonaise) Romans, nouvelles, etc\"",\""Fiction\"",\""History\"",\""Korea\"",\""Korea History Japanese occupation, 1910-1945 Fiction\"",\""Manchuria (China) History 1931-1945 Fiction\"""""
Leaves Of Grass : Volume 103,Asia publishers,2015,910738985,"""\""1900-1999\"",\""Fiction\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"",\""한국 단편 소설韓國短篇小說\"",\""한국 문학[韓國文學"""
When Buckwheat Flowers Bloom,Lee Hyo-Seok Memorial Hall,2004,64429939,-
Straight Lines And Poison Gas - At The Hospital Wards : Volume 018,Asia pubilshers,2013,859810325,"""\""Criticism, interpretation, etc\"",\""Fiction\"",\""Fictional Work\"",\""Im, Ch'ŏr-u, 1954- Criticism and interpretation\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Translations\"",\""short stories\"",\""한국 단편 소설[韓國短篇小說"""
The Island,Stallion Press,2011,641391282,"""\""Corée du Sud Mœurs et coutumes Romans, nouvelles, etc\"",\""Country life\"",\""Country life Korea (South) Fiction\"",\""Fiction\"",\""Korea (South)\"",\""Korea (South) Social life and customs Fiction\"",\""Manners and customs\"""""
"With Her Oil Lamp On, That Night",Jimoondang,2002,51902869,"""\""1950-1953\"",\""Fiction\"",\""Fictional Work\"",\""Gares Romans, nouvelles, etc\"",\""Guerre de Corée, 1950-1953 Romans, nouvelles, etc\"",\""Korean War, 1950-1953 Fiction\"",\""Korean fiction\"",\""Korean fiction Translations into English\"",\""Korean literature\"",\""Korean literature Translations into English\"",\""Literature\"",\""Littérature\"",\""Nouvelles\"",\""Railroad stations\"",\""Railroad stations Fiction\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
The Poetry Of John : Volume 108,Asia publishers,2015,910340494,"""\""1900-1999\"",\""Fiction\"",\""Fictional Work\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"",\""한국 단편 소설[韓國短篇小說"""
No One Writes Back,DALKEY ARCHIVE,2013,854906221,"""\""Communication interpersonnelle Romans, nouvelles, etc\"",\""Fiction\"",\""Interpersonal communication\"",\""Interpersonal communication Fiction\"",\""Jeunes hommes Romans, nouvelles, etc\"",\""Letter writing\"",\""Letter writing Fiction\"",\""Novels\"",\""Romans\"",\""Young men\"",\""Young men Fiction\"",\""novels\"""""
When Adam Opens His Eyes,DALKEY ARCHIVE,2013,882106788,"""\""Bildungsromans\"",\""Corée Romans, nouvelles, etc\"",\""FICTION General\"",\""Fiction\"",\""Korea\"",\""Korea Fiction\"""""
I Drift On Unknown Waters In A Glass Boat,Stallion Press,2010,642803459,"""\""Femmes Corée du Sud Romans, nouvelles, etc\"",\""Fiction\"",\""Korea (South)\"",\""Women\"",\""Women Korea (South) Fiction\"""""
The Dandelion Ranch,AuthorHouse,2002,-,-
The Dandelion Ranch,The Korea Herald Incorporated,2000,902681239,"""\""1950-1953\"",\""Fiction\"",\""Guerre de Corée, 1950-1953 Corée du Nord Changjin, Réservoir de Campagnes et batailles Romans, nouvelles, etc\"",\""Korea (North) Changjin Reservoir\"",\""Korean War, 1950-1953 Campaigns Korea (North) Changjin Reservoir Fiction\"",\""Love stories\"",\""Military campaigns\"",\""War stories\"""""
Kapitan Ri : Volume 105,Asia publishers,2015,910729050,"""\""1900-1999\"",\""Fiction\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Novels\"",\""Romans\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""novels\"",\""short stories\"",\""한국 단편 소설韓國短篇小說\"",\""한국 문학[韓國文學"""
Old Wrestler,Strangers Press,2019,1266211104,"""\""Amnesia\"",\""Amnesia Fiction\"",\""Amnésie Romans, nouvelles, etc\"",\""Anxiety\"",\""Anxiety Fiction\"",\""Fiction\"",\""Korean fiction 21st century Translations into English\"",\""Nouvelles\"",\""Psychological fiction\"",\""Short stories\"",\""short stories\"""""
Wolves,White Pine Press,2017,959035513,"""\""2000-2099\"",\""FICTION / Literary\"",\""FICTION / Short Stories (single author)\"",\""Fiction\"",\""Korean literature\"",\""Korean literature 21st century\"",\""Littérature coréenne 21e siècle\"",\""Romans\"""""
Free On The Inside: The Life Of A Missionary Pow,Authentic,2009,639992623,"""\""Biographies\"",\""Eui-Soon, Mang Biography\"",\""Korea\"",\""Missionaries\"",\""Missionaries Korea Biography\"",\""Missionnaires Corée Biographies\"""""
"Ainu, Ainu",International Cultural Society of Korea,1989,22643659,"""\""CUENTOS COREANOS\"",\""Fiction\"",\""Romans\"""""
Seven Samurai Swept Away In A River,Deep Vellum Publishing,2019,1142937855,"""\""Fiction\"",\""Koreans\"",\""Koreans United States Fiction\"",\""Manners and customs\"",\""Texas\"",\""Texas Mœurs et coutumes Romans, nouvelles, etc\"",\""Texas Social life and customs Fiction\"",\""United States\"""""
A Contrived World,Dalkey Archive Press,2016,933386065,"""\""California San Francisco\"",\""Fiction\"",\""Romans\"",\""San Francisco (Calif.)\"",\""San Francisco (Calif.) Fiction\"""""
Vaseline Buddha,Deep Vellum Publishing,2016,923554706,"""\""2000-2099\"",\""Corée du Sud Romans, nouvelles, etc\"",\""FICTION Asian American\"",\""FICTION Humorous Black Humor\"",\""FICTION Literary\"",\""FICTION Psychological\"",\""Fiction\"",\""Korea (South)\"",\""Korea (South) Fiction\"",\""Korean fiction\"",\""Korean fiction 21st century Translations into English\"",\""Psychological fiction\"",\""Translations\"""""
A Chain Of Dark Tales,Stallion Press,2011,788298145,"""\""Chŏng, Yŏng-mun, 1965-\"",\""Chŏng, Yŏng-mun, 1965- Translations into English\"",\""Short stories\"",\""Translations\"""""
Seven Years Of Darkness,Little,2020,1155919689,"""\""Corée du Sud Romans, nouvelles, etc\"",\""Detective and mystery fiction\"",\""Fathers and sons\"",\""Fathers and sons Fiction\"",\""Fiction\"",\""Filles Crimes contre Romans, nouvelles, etc\"",\""Girls Crimes against\"",\""Girls Crimes against Fiction\"",\""Korea (South)\"",\""Korea (South) Fiction\"",\""Mentally ill\"",\""Mentally ill Fiction\"",\""Meurtre Enquêtes Corée du Sud Romans, nouvelles, etc\"",\""Murder Investigation\"",\""Murder Investigation Korea (South) Fiction\"",\""Novels\"",\""Personnes vivant avec un trouble de santé mentale Romans, nouvelles, etc\"",\""Pères et fils Romans, nouvelles, etc\"",\""Psychiatric hospitals\"",\""Psychiatric hospitals Fiction\"",\""Psychological fiction\"",\""Romans\"",\""Secrecy\"",\""Secrecy Fiction\"",\""Secret Romans, nouvelles, etc\"""""
Seven Years Of Darkness,PENGUIN BOOKS,2020,1127542849,"""\""Fiction\"",\""Mentally ill\"",\""Mentally ill Fiction\"",\""Personnes vivant avec un trouble de santé mentale Romans, nouvelles, etc\"",\""Psychiatric hospitals\"",\""Psychiatric hospitals Fiction\"",\""Suspense fiction\"",\""Thrillers (Fiction)\"""""
The Good Son,PENGUIN BOOKS,2018,1004023570,"""\""Chronically ill\"",\""Chronically ill Fiction\"",\""FICTION Literary\"",\""FICTION Suspense\"",\""Fiction\"",\""Korea (South) Seoul\"",\""Korean fiction\"",\""Memory\"",\""Memory Fiction\"",\""Meurtre Romans, nouvelles, etc\"",\""Mères et fils Romans, nouvelles, etc\"",\""Mothers Death\"",\""Mothers Death Fiction\"",\""Mothers and sons\"",\""Mothers and sons Fiction\"",\""Murder\"",\""Murder Fiction\"",\""Mystery fiction\"",\""Psychological fiction\"",\""Seoul (Korea) Fiction\"",\""Suspense fiction\"""""
A Divided Time,Dong-Suh Munhaksa,1988,-,-
Pilate's Jesus,Cross-Cultural Communications,2011,933448604,"""\""Crucifixion of Jesus Christ\"",\""Fiction\"",\""Jesus Christ\"",\""Jesus Christ Crucifixion Fiction\"",\""Jésus-Christ Crucifiement Romans, nouvelles, etc\"",\""Pilate, Pontius, active 1st century\"",\""Pilate, Pontius, active 1st century Fiction\"""""
Bridge,Dong-Suh Munhaksa,1990,-,-
Iy?? Island,Si-sa-yong-o-sa,1986,17318445,"""\""1900-1999\"",\""Boys\"",\""Boys Fiction\"",\""Fiction\"",\""Garçons Romans, nouvelles, etc\"",\""Koreaans\"",\""Korean fiction\"",\""Korean fiction 20th century Translations into English\"",\""Romans\"",\""Translations\"""""
Tongue: A Novel,Bloomsbury USA,2009,298324364,"""\""Cooking\"",\""Cooking Fiction\"",\""Cuisinières (Personnes) Romans, nouvelles, etc\"",\""Fiction\"",\""Psychological fiction\"",\""Réalisation de soi chez la femme Romans, nouvelles, etc\"",\""Self-realization in women\"",\""Self-realization in women Fiction\"",\""Women cooks\"",\""Women cooks Fiction\"""""
"Kim Jiyoung, Born 1982",Liveright,2020,1102477918,"""\""Discrimination à l'égard des femmes Récits personnels Romans, nouvelles, etc\"",\""Domestic fiction\"",\""FICTION / Literary\"",\""FICTION / Psychological\"",\""FICTION / Women\"",\""Femmes mariées Corée du Sud Romans, nouvelles, etc\"",\""Fiction\"",\""Fictional Work\"",\""Korea (South)\"",\""Korea (South) Fiction\"",\""Korean fiction\"",\""Misogyny Fiction\"",\""Neurasthenia Fiction\"",\""Novels\"",\""Romans\"",\""Seoul (Korea) Fiction\"",\""Sex discrimination Fiction\"",\""Sex discrimination against women\"",\""Sex discrimination against women Personal narratives Fiction\"",\""Sexism\"",\""Sexism Fiction\"",\""Sexism Korea (South) Fiction\"",\""Sexisme Corée du Sud Romans, nouvelles, etc\"",\""Wives\"",\""Wives Fiction\"",\""Wives Korea (South) Fiction\"""""
"Kim Jiyoung, Born 1982",Scribner UK,2020,1282320109,"""\""Discrimination à l'égard des femmes Récits personnels Romans, nouvelles, etc\"",\""Femmes mariées Corée du Sud Romans, nouvelles, etc\"",\""Fiction\"",\""Korea (South)\"",\""Personal Narrative\"",\""Personal narratives\"",\""Récits personnels\"",\""Sex discrimination against women\"",\""Sex discrimination against women Personal narratives Fiction\"",\""Sexism\"",\""Sexism Korea (South) Fiction\"",\""Sexisme Corée du Sud Romans, nouvelles, etc\"",\""Wives\"",\""Wives Korea (South) Fiction\"""""
Insult : Volume 079,Asia publishers,2014,1001555295,"""\""1900-1999\"",\""Korean literature\"",\""Korean literature 20th century\"",\""Littérature coréenne 20e siècle\"",\""Nouvelles\"",\""Short stories\"",\""Short stories, Korean\"",\""Short stories, Korean Translations into English\"",\""Translations\"",\""short stories\"""""
Dwarf Launches A Little Ball,Jimoondang,2002,52986237,"""\""18.90 other Asiatic languages\"",\""Cho, Se-hŭi\"",\""Cho, Se-hŭi Translations into English\"",\""Dwarfs (Persons) Korea (South) Seoul Fiction\"",\""Fiction\"",\""Fictional Work\"",\""Industrialisation Corée du Sud Séoul Romans, nouvelles, etc\"",\""Industrialization Korea (South) Seoul Fiction\"",\""Korean fiction Translations into English\"",\""Korean literature Translations into English\"",\""Literature\"",\""Nains Corée du Sud Séoul Romans, nouvelles, etc\"",\""Novels (texts)\"",\""Romans\"",\""Seoul (Korea) Social conditions Fiction\"",\""Short stories, Korean\"",\""Social problem fiction\"",\""Translations\"",\""Translations (form)\"""""
Modern Korean Short Stories,Larchwood Publication Ltd.,1981,432649466,"""\""Cuentos coreanos s. XX antologías\"",\""Cuentos coreanos s.20 Antologías\"",\""Novelas coreanas S.XX\"""""
The Human Jungle,Chin Music Press,2016,920018998,"""\""Andrae, A\"",\""China\"",\""China Economic conditions Fiction\"",\""China Social conditions Fiction\"",\""Chine Conditions économiques Romans, nouvelles, etc\"",\""Chine Conditions sociales Romans, nouvelles, etc\"",\""Economic history\"",\""FICTION Classics\"",\""FICTION Literary\"",\""FICTION Political\"",\""Fiction\"",\""Koreanisch\"",\""Koreans\"",\""Koreans China Fiction\"",\""LITERARY COLLECTIONS Asian\"",\""Political fiction\"",\""Social conditions\"""""
